"","X","Lat","Long","loc","unique"
"56916",56916,33.6165,-90.7752,"Shaw , MS",FALSE
"56918",56918,33.4848,-88.6345,"Mayhew , MS",FALSE
"56920",56920,33.2691,-90.9573,"Winterville , MS",FALSE
"56921",56921,32.7321,-90.4604,"Tinsley , MS",FALSE
"56924",56924,32.6046,-90.8493,"Valley Park , MS",FALSE
"56932",56932,30.6724,-91.4151,"Ventress , LA",FALSE
"56935",56935,32.0929,-92.9841,"Saline , LA",FALSE
"56937",56937,30.692,-90.339,"Husser , LA",FALSE
"56938",56938,32.3685,-94.183,"Elysian Fields , TX",FALSE
"56940",56940,38.9584,-89.6913,"New Douglas , IL",FALSE
"56941",56941,39.9137,-89.574,"Sherman , IL",FALSE
"56943",56943,40.2181,-89.2826,"Lawndale , IL",FALSE
"56944",56944,39.9706,-89.3501,"Lake Fork , IL",FALSE
"56950",56950,40.8309,-87.9962,"Danforth , IL",FALSE
"56952",56952,39.9598,-88.4157,"Ivesdale , IL",FALSE
"56961",56961,42.29,-91.6824,"Troy Mills , IA",FALSE
"56962",56962,42.8973,-90.4381,"Livingston , WI",FALSE
"56963",56963,42.4753,-91.3454,"Delaware , IA",FALSE
"56965",56965,42.5444,-90.5113,"Hazel Green , WI",FALSE
"56967",56967,42.7031,-96.3212,"Merrill , IA",FALSE
"56968",56968,44.4141,-93.2466,"Dundas , MN",FALSE
"56969",56969,41.5318,-93.0968,"Monroe , IA",FALSE
"56970",56970,41.7584,-86.2542,"State Line , IN",FALSE
"56975",56975,42.0381,-88.9248,"Esmond , IL",FALSE
"56979",56979,40.0534,-89.199,"Chestnut , IL",FALSE
"56981",56981,40.0948,-89.7057,"Greenview , IL",FALSE
"56982",56982,40.0188,-88.7219,"Cisco , IL",FALSE
"56983",56983,39.3488,-88.3368,"Trilla , IL",FALSE
"56988",56988,39.9527,-88.8222,"Argenta , IL",FALSE
"56989",56989,40.8699,-87.9763,"Ashkum , IL",FALSE
"56990",56990,40.3857,-89.5142,"Delavan , IL",FALSE
"56993",56993,41.8652,-90.9741,"Lowden , IA",FALSE
"57000",57000,41.9034,-89.5409,"Woosung , IL",FALSE
"57002",57002,40.1933,-88.5523,"Mansfield , IL",FALSE
"57003",57003,39.7433,-88.8404,"Dalton City , IL",FALSE
"57004",57004,40.2147,-89.8952,"Easton , IL",FALSE
"57005",57005,40.1021,-88.4161,"Seymour , IL",FALSE
"57006",57006,40.9998,-99.5304,"Sumner , NE",FALSE
"57010",57010,42.1082,-89.0007,"Monroe Center , IL",FALSE
"57011",57011,45.586,-92.9967,"Harris , MN",FALSE
"57013",57013,41.8002,-90.7438,"Calamus , IA",FALSE
"57014",57014,40.341,-89.9088,"Topeka , IL",FALSE
"57016",57016,41.665,-93.5449,"Berwick , IA",FALSE
"57023",57023,37.8174,-75.9898,"Tangier , VA",FALSE
"57028",57028,38.2914,-76.089,"Wingate , MD",FALSE
"57029",57029,36.9508,-77.8197,"Rawlings , VA",FALSE
"57030",57030,36.8288,-77.2761,"Yale , VA",FALSE
"57034",57034,39.567,-77.2908,"New Midway , MD",FALSE
"57037",57037,37.9101,-76.2836,"Ophelia , VA",FALSE
"57038",57038,37.6878,-78.7374,"Wingina , VA",FALSE
"57041",57041,37.2279,-76.9641,"Claremont , VA",FALSE
"57042",57042,36.8401,-76.8699,"Zuni , VA",FALSE
"57043",57043,37.5913,-76.7872,"Mattaponi , VA",FALSE
"57045",57045,39.3454,-78.9197,"Burlington , WV",FALSE
"57046",57046,36.9098,-76.8616,"Ivor , VA",FALSE
"57047",57047,39.4851,-77.2403,"Libertytown , MD",FALSE
"57051",57051,37.974,-75.4787,"Horntown , VA",FALSE
"57052",57052,37.5356,-76.7109,"Shacklefords , VA",FALSE
"57054",57054,36.9151,-77.2791,"Sussex , VA",FALSE
"57056",57056,38.571,-78.9168,"Singers Glen , VA",FALSE
"57057",57057,37.7737,-76.8349,"Center Cross , VA",FALSE
"57059",57059,36.8435,-77.0297,"Sedley , VA",FALSE
"57063",57063,42.7597,-83.9486,"Cohoctah , MI",FALSE
"57064",57064,41.2457,-82.7134,"Monroeville , OH",FALSE
"57065",57065,42.4563,-85.0867,"Bellevue , MI",FALSE
"57068",57068,41.9756,-84.2686,"Manitou Beach , MI",FALSE
"57069",57069,42.4697,-84.0593,"Gregory , MI",FALSE
"57071",57071,42.4634,-83.8441,"Lakeland , MI",FALSE
"57072",57072,42.1378,-85.1026,"Burlington , MI",FALSE
"57075",57075,40.9158,-82.2036,"Polk , OH",FALSE
"57079",57079,41.7609,-84.868,"Montgomery , MI",FALSE
"57081",57081,41.2359,-82.8602,"Flat Rock , OH",FALSE
"57082",57082,41.7701,-83.9991,"Jasper , MI",FALSE
"57083",57083,41.2464,-83.2358,"Bettsville , OH",FALSE
"57085",57085,41.5928,-84.7368,"Edon , OH",FALSE
"57088",57088,42.1257,-85.3284,"Fulton , MI",FALSE
"57089",57089,41.7703,-84.0977,"Weston , MI",FALSE
"57090",57090,41.6367,-84.4952,"Kunkle , OH",FALSE
"57091",57091,41.7137,-85.1673,"Orland , IN",FALSE
"57093",57093,43.4137,-84.3316,"Merrill , MI",FALSE
"57097",57097,41.3244,-82.4755,"Berlin Heights , OH",FALSE
"57102",57102,44.8797,-84.6986,"Waters , MI",FALSE
"57105",57105,41.2614,-83.4185,"Risingsun , OH",FALSE
"57106",57106,42.0209,-84.0795,"Tipton , MI",FALSE
"57107",57107,42.2303,-84.3176,"Michigan Center , MI",FALSE
"57112",57112,40.6945,-75.6096,"Neffs , PA",FALSE
"57113",57113,40.3899,-78.733,"Summerhill , PA",FALSE
"57115",57115,38.5043,-77.5155,"Ruby , VA",FALSE
"57119",57119,39.4295,-78.5366,"Slanesville , WV",FALSE
"57120",57120,38.759,-78.3616,"Rileyville , VA",FALSE
"57121",57121,38.4635,-77.6466,"Goldvein , VA",FALSE
"57123",57123,39.2184,-77.9053,"Rippon , WV",FALSE
"57124",57124,42.6916,-73.5676,"Poestenkill , NY",FALSE
"57125",57125,39.5364,-77.1833,"Union Bridge , MD",FALSE
"57129",57129,42.3757,-75.2468,"Wells Bridge , NY",FALSE
"57132",57132,40.2963,-75.2532,"Line Lexington , PA",FALSE
"57133",57133,40.2829,-75.6907,"Pine Forge , PA",FALSE
"57138",57138,43.075,-82.699,"Avoca , MI",FALSE
"57143",57143,40.321,-75.2485,"Hilltown , PA",FALSE
"57145",57145,34.4707,-117.6201,"Pinon Hills , CA",FALSE
"57147",57147,42.5135,-91.255,"Earlville , IA",FALSE
"57153",57153,41.3483,-93.8803,"Patterson , IA",FALSE
"57158",57158,37.8215,-78.6081,"Esmont , VA",FALSE
"57161",57161,39.4185,-80.6063,"Center Point , WV",FALSE
"57162",57162,39.8752,-80.293,"Rogersville , PA",FALSE
"57167",57167,39.0336,-78.609,"Wardensville , WV",FALSE
"57172",57172,41.3831,-84.6305,"Farmer , OH",FALSE
"57180",57180,42.0344,-111.7961,"Franklin , ID",FALSE
"57181",57181,38.181,-90.196,"Fults , IL",FALSE
"57185",57185,39.1853,-91.0168,"Whiteside , MO",FALSE
"57187",57187,39.9648,-96.3701,"Summerfield , KS",FALSE
"57190",57190,39.8922,-96.2762,"Axtell , KS",FALSE
"57193",57193,42.1982,-110.2877,"La Barge , WY",FALSE
"57194",57194,41.4841,-95.3617,"Avoca , IA",FALSE
"57195",57195,33.9468,-88.0412,"Beaverton , AL",FALSE
"57196",57196,42.795,-90.8854,"Beetown , WI",FALSE
"57201",57201,41.2781,-103.3343,"Potter , NE",FALSE
"57202",57202,41.198,-103.4905,"Dix , NE",FALSE
"57204",57204,40.8506,-101.3728,"Elsie , NE",FALSE
"57205",57205,39.4825,-111.496,"Spring City , UT",FALSE
"57207",57207,36.8542,-91.8955,"Pomona , MO",FALSE
"57209",57209,41.0064,-97.0252,"Bee , NE",FALSE
"57210",57210,43.7276,-116.4937,"Star , ID",FALSE
"57211",57211,39.0689,-96.1684,"Paxico , KS",FALSE
"57213",57213,41.3073,-121.104,"Lookout , CA",FALSE
"57223",57223,41.8843,-73.7488,"Clinton Corners , NY",FALSE
"57224",57224,40.407,-82.9768,"Ashley , OH",FALSE
"57228",57228,36.8801,-83.2832,"Baxter , KY",FALSE
"57233",57233,39.3169,-77.6259,"Brunswick , MD",FALSE
"57237",57237,34.8235,-83.4394,"Tiger , GA",FALSE
"57241",57241,46.0132,-84.4799,"Hessel , MI",FALSE
"57244",57244,46.0202,-84.3317,"Cedarville , MI",FALSE
"57249",57249,41.8639,-74.7031,"Parksville , NY",FALSE
"57255",57255,41.5981,-76.4798,"New Albany , PA",FALSE
"57257",57257,41.8311,-76.5638,"Ulster , PA",FALSE
"57258",57258,41.44,-76.6992,"Hillsgrove , PA",FALSE
"57259",57259,35.2135,-83.6471,"Topton , NC",FALSE
"57266",57266,37.818,-97.1165,"Benton , KS",FALSE
"57267",57267,41.314,-90.658,"Reynolds , IL",FALSE
"57268",57268,32.9924,-116.4137,"Julian , CA",FALSE
"57269",57269,38.8731,-78.8665,"Mathias , WV",FALSE
"57270",57270,39.0723,-78.7932,"Baker , WV",FALSE
"57276",57276,34.1771,-102.1422,"Olton , TX",FALSE
"57279",57279,39.0477,-84.8326,"Petersburg , KY",FALSE
"57282",57282,30.6325,-91.5992,"Fordoche , LA",FALSE
"57284",57284,31.0654,-92.1686,"Hessmer , LA",FALSE
"57285",57285,30.5185,-92.1848,"Lawtell , LA",FALSE
"57293",57293,37.4425,-76.4171,"North , VA",FALSE
"57294",57294,42.1911,-91.224,"Langworthy , IA",FALSE
"57295",57295,32.3496,-92.7223,"Quitman , LA",FALSE
"57296",57296,36.4956,-102.2427,"Kerrick , TX",FALSE
"57297",57297,35.7209,-102.2375,"Channing , TX",FALSE
"57298",57298,33.651,-95.718,"Brookston , TX",FALSE
"57300",57300,29.8876,-90.3929,"Boutte , LA",FALSE
"57301",57301,33.3253,-101.7914,"Wilson , TX",FALSE
"57308",57308,40.438,-80.763,"Richmond , OH",FALSE
"57315",57315,45.4,-73,"Saint-césaire , QC",FALSE
"57316",57316,46.0667,-79.35,"Powassan , ON",FALSE
"57318",57318,45.0743,-92.7505,"Houlton , WI",FALSE
"57320",57320,35.4678,-108.5412,"Fort Wingate , NM",FALSE
"57322",57322,40.1156,-87.8448,"Muncie , IL",FALSE
"57323",57323,39.9254,-87.9928,"Broadlands , IL",FALSE
"57325",57325,39.2976,-89.3174,"Nokomis , IL",FALSE
"57328",57328,39.0606,-85.8897,"Jonesville , IN",FALSE
"57331",57331,31.3069,-100.9811,"Mertzon , TX",FALSE
"57333",57333,41.1423,-83.6383,"Van Buren , OH",FALSE
"57338",57338,40.1512,-87.9665,"Ogden , IL",FALSE
"57341",57341,50.4667,-104.4167,"Pilot Butte , SK",FALSE
"57342",57342,50.0167,-102.35,"Kennedy , SK",FALSE
"57344",57344,50.15,-101.6667,"Moosomin , SK",FALSE
"57345",57345,51.6667,-105.4667,"Watrous , SK",FALSE
"57348",57348,52.3333,-106.7833,"Dalmeny , SK",FALSE
"57349",57349,51.95,-103.8,"Wadena , SK",FALSE
"57350",57350,53.2833,-103.5833,"Carrot River , SK",FALSE
"57352",57352,50.4167,-103.2667,"Wolseley , SK",FALSE
"57353",57353,50.45,-106.0667,"Mortlach , SK",FALSE
"57356",57356,50.45,-106.2667,"Parkbeg , SK",FALSE
"57359",57359,54.6667,-107.1167,"Doré Lake , SK",FALSE
"57360",57360,46.7833,-84.05,"Searchmont , ON",FALSE
"57362",57362,40.3575,-92.0273,"Gorin , MO",FALSE
"57363",57363,38.1,-94.376,"Rich Hill , MO",FALSE
"57364",57364,40.1604,-91.6982,"Monticello , MO",FALSE
"57365",57365,40.0242,-92.5275,"La Plata , MO",FALSE
"57366",57366,40.5238,-92.5037,"Lancaster , MO",FALSE
"57367",57367,40.1029,-91.889,"La Belle , MO",FALSE
"57368",57368,39.65,-92.4601,"Excello , MO",FALSE
"57369",57369,40.4374,-95.0761,"Burlington Junction , MO",FALSE
"57371",57371,39.9731,-91.7397,"Ewing , MO",FALSE
"57372",57372,39.9153,-91.9567,"Bethel , MO",FALSE
"57377",57377,40.6729,-76.2791,"Llewellyn , PA",FALSE
"57378",57378,40.4576,-76.2444,"Rehrersburg , PA",FALSE
"57379",57379,40.4193,-76.2952,"Mount Aetna , PA",FALSE
"57385",57385,35.1334,-95.4232,"Quinton , OK",FALSE
"57387",57387,35.5198,-95.7514,"Hitchita , OK",FALSE
"57388",57388,41.3153,-76.2064,"Sweet Valley , PA",FALSE
"57390",57390,40.9862,-75.9413,"Ebervale , PA",FALSE
"57392",57392,41.1981,-76.3058,"Cambra , PA",FALSE
"57393",57393,41.105,-76.0825,"Wapwallopen , PA",FALSE
"57394",57394,41.6962,-76.1405,"Laceyville , PA",FALSE
"57396",57396,42.0484,-84.3766,"Somerset , MI",FALSE
"57397",57397,42.0609,-84.342,"Cement City , MI",FALSE
"57399",57399,44.5626,-124.0352,"South Beach , OR",FALSE
"57400",57400,47.4267,-119.2816,"Stratford , WA",FALSE
"57404",57404,41.7778,-93.2058,"Ira , IA",FALSE
"57405",57405,42.2455,-93.4003,"Garden City , IA",FALSE
"57406",57406,53.1167,-119.8333,"Dunster , BC",FALSE
"57409",57409,53.2502,-132.0046,"Skidegate , BC",FALSE
"57413",57413,56.0167,-120.0833,"Doe River , BC",FALSE
"57414",57414,50.7833,-119.3333,"Tappen , BC",FALSE
"57415",57415,49.0167,-118.7833,"Midway , BC",FALSE
"57420",57420,52.15,-128.1333,"Bella Bella , BC",FALSE
"57421",57421,58.8167,-122.5333,"Fort Nelson , BC",FALSE
"57422",57422,52.45,-125.3,"Anahim Lake , BC",FALSE
"57423",57423,53.2391,-131.8188,"Sandspit , BC",FALSE
"57424",57424,49.9167,-116.9167,"Kaslo , YT",FALSE
"57436",57436,46.0362,-96.1617,"Wendell , MN",FALSE
"57437",57437,46.4543,-96.0091,"Erhard , MN",FALSE
"57443",57443,43.2249,-83.4112,"Otter Lake , MI",FALSE
"57445",57445,39.8603,-79.8649,"Leckrone , PA",FALSE
"57446",57446,39.98,-79.7464,"Waltersburg , PA",FALSE
"57449",57449,45.2417,-93.9894,"Maple Lake , MN",FALSE
"57452",57452,29.8514,-97.3524,"Rosanky , TX",FALSE
"57456",57456,38.0437,-96.8631,"Burns , KS",FALSE
"57461",57461,32.2374,-96.4686,"Rice , TX",FALSE
"57463",57463,36.9906,-89.6856,"Vanduser , MO",FALSE
"57464",57464,38.5554,-101.2387,"Marienthal , KS",FALSE
"57475",57475,39.0677,-81.0591,"Smithville , WV",FALSE
"57476",57476,38.6745,-81.466,"Gandeeville , WV",FALSE
"57478",57478,38.9045,-81.1562,"Mount Zion , WV",FALSE
"57480",57480,37.7484,-81.5696,"Kopperston , WV",FALSE
"57481",57481,38.1271,-81.1926,"Kanawha Falls , WV",FALSE
"57483",57483,38.8363,-80.9424,"Normantown , WV",FALSE
"57484",57484,38.1955,-81.1172,"Jodie , WV",FALSE
"57486",57486,38.5464,-81.1004,"Wallback , WV",FALSE
"57487",57487,37.6033,-81.54,"Marianna , WV",FALSE
"57488",57488,37.7205,-81.5425,"Oceana , WV",FALSE
"57489",57489,38.607,-81.1503,"Newton , WV",FALSE
"57490",57490,37.9636,-81.5064,"Whitesville , WV",FALSE
"57491",57491,39.4348,-80.1317,"Colfax , WV",FALSE
"57493",57493,41.0526,-79.7354,"Bruin , PA",FALSE
"57496",57496,42.0705,-77.4303,"Woodhull , NY",FALSE
"57497",57497,42.0492,-77.5623,"Troupsburg , NY",FALSE
"57498",57498,42.0433,-77.8091,"Whitesville , NY",FALSE
"57499",57499,36.0101,-80.1392,"Wallburg , NC",FALSE
"57500",57500,41.9415,-76.7785,"Gillett , PA",FALSE
"57502",57502,33.297,-97.2875,"Krum , TX",FALSE
"57505",57505,37.1432,-85.6731,"Center , KY",FALSE
"57506",57506,37.1009,-85.8125,"Hiseville , KY",FALSE
"57507",57507,37.0532,-85.726,"Knob Lick , KY",FALSE
"57508",57508,37.2023,-85.8804,"Horse Cave , KY",FALSE
"57510",57510,36.6724,-86.0542,"Holland , KY",FALSE
"57511",57511,37.398,-85.733,"Magnolia , KY",FALSE
"57512",57512,37.3694,-85.8737,"Bonnieville , KY",FALSE
"57513",57513,37.2117,-85.7267,"Hardyville , KY",FALSE
"57518",57518,28.6674,-82.0044,"Center Hill , FL",FALSE
"57519",57519,35.695,-80.4321,"Spencer , NC",FALSE
"57522",57522,38.785,-84.3343,"Butler , KY",FALSE
"57525",57525,28.8479,-80.887,"Oak Hill , FL",FALSE
"57527",57527,44.5703,-67.6961,"Addison , ME",FALSE
"57530",57530,39.5208,-82.0984,"Glouster , OH",FALSE
"57531",57531,34.8311,-100.9759,"Clarendon , TX",FALSE
"57532",57532,35.4366,-100.215,"Wheeler , TX",FALSE
"57533",57533,35.2361,-100.6027,"Mclean , TX",FALSE
"57535",57535,35.5113,-100.4395,"Mobeetie , TX",FALSE
"57536",57536,40.4673,-80.8893,"Wolf Run , OH",FALSE
"57537",57537,39.7251,-82.056,"Crooksville , OH",FALSE
"57541",57541,48.3268,-119.9365,"Twisp , WA",FALSE
"57542",57542,48.6801,-119.3002,"Tonasket , WA",FALSE
"57544",57544,48.5687,-119.3519,"Riverside , WA",FALSE
"57553",57553,41.3267,-85.66,"North Webster , IN",FALSE
"57557",57557,55.35,-115.7667,"Driftpile , AB",FALSE
"57559",57559,49.6833,-97.2667,"La Salle , MB",FALSE
"57560",57560,53.0833,-113.4667,"Millet , AB",FALSE
"57562",57562,52.0833,-111.45,"Coronation , AB",FALSE
"57564",57564,53.3333,-111.1667,"Mannville , AB",FALSE
"57565",57565,51.4333,-120.2,"Little Fort , BC",FALSE
"57566",57566,51.6667,-119.5167,"Mcmurphy , BC",FALSE
"57567",57567,51.65,-120.0333,"Clearwater , BC",FALSE
"57568",57568,49.2,-119.8167,"Keremeos , BC",FALSE
"57569",57569,49.45,-120.5,"Princeton , BC",FALSE
"57570",57570,51.1833,-120.1333,"Barrière , BC",FALSE
"57572",57572,56.0333,-117.1167,"Nampa , AB",FALSE
"57573",57573,55.7833,-118.8333,"Spirit River , AB",FALSE
"57574",57574,55.35,-118.7833,"Sexsmith , AB",FALSE
"57578",57578,26.876,-82.2681,"Rotonda West , FL",FALSE
"57581",57581,37.2082,-76.7741,"Jamestown , VA",FALSE
"57582",57582,35.6847,-94.2588,"Chester , AR",FALSE
"57585",57585,47.7216,-118.7076,"Wilbur , WA",FALSE
"57588",57588,47.8738,-119.0878,"Electric City , WA",FALSE
"57592",57592,48.0372,-118.9436,"Coulee Dam , WA",FALSE
"57597",57597,43.88,-122.8176,"Dexter , OR",FALSE
"57598",57598,41.1968,-90.5849,"Viola , IL",FALSE
"57599",57599,41.18,-90.2575,"Woodhull , IL",FALSE
"57602",57602,42.4457,-84.5538,"Onondaga , MI",FALSE
"57606",57606,40.5719,-99.7417,"Smithfield , NE",FALSE
"57607",57607,40.5185,-99.6257,"Bertrand , NE",FALSE
"57608",57608,40.5852,-99.8777,"Elwood , NE",FALSE
"57610",57610,40.6407,-100.4957,"Curtis , NE",FALSE
"57627",57627,44.2201,-85.9149,"Wellston , MI",FALSE
"57628",57628,44.379,-86.0318,"Kaleva , MI",FALSE
"57633",57633,38.5572,-91.2605,"New Haven , MO",FALSE
"57636",57636,30.4958,-93.1548,"Ragley , LA",FALSE
"57637",57637,39.9936,-105.8431,"Tabernash , CO",FALSE
"57639",57639,34.9097,-112.4313,"Paulden , AZ",FALSE
"57640",57640,27.9835,-81.7548,"Eagle Lake , FL",FALSE
"57642",57642,35.3926,-82.5007,"Naples , NC",FALSE
"57644",57644,35.7194,-87.2375,"Williamsport , TN",FALSE
"57649",57649,38.8181,-120.9333,"Lotus , CA",FALSE
"57656",57656,39.4656,-120.8461,"Alleghany , CA",FALSE
"57658",57658,38.9194,-123.5814,"Point Arena , CA",FALSE
"57659",57659,39.0072,-123.6274,"Manchester , CA",FALSE
"57665",57665,44.604,-72.3015,"Greensboro , VT",FALSE
"57667",57667,44.172,-72.6509,"Northfield Falls , VT",FALSE
"57668",57668,39.3593,-120.7991,"Washington , CA",FALSE
"57677",57677,35.9315,-119.0394,"Terra Bella , CA",FALSE
"57680",57680,55.2667,-118.8,"Clairmont , AB",FALSE
"57684",57684,54.4167,-110.2153,"Grand Centre , AB",FALSE
"57686",57686,35.502,-89.9333,"Drummonds , TN",FALSE
"57687",57687,33.2943,-93.6291,"Lewisville , AR",FALSE
"57688",57688,31.9369,-86.2265,"Grady , AL",FALSE
"57690",57690,34.7238,-85.6589,"Ider , AL",FALSE
"57691",57691,34.5629,-85.7976,"Sylvania , AL",FALSE
"57693",57693,40.6206,-77.3009,"Oakland Mills , PA",FALSE
"57694",57694,40.9387,-76.988,"Vicksburg , PA",FALSE
"57702",57702,43.1467,-88.3068,"Merton , WI",FALSE
"57704",57704,42.8136,-78.4502,"Cowlesville , NY",FALSE
"57706",57706,42.8288,-96.8209,"Burbank , SD",FALSE
"57708",57708,42.5899,-96.584,"Jefferson , SD",FALSE
"57714",57714,44.5678,-69.219,"Thorndike , ME",FALSE
"57715",57715,41.3129,-79.0677,"Sigel , PA",FALSE
"57717",57717,40.6026,-79.3537,"West Lebanon , PA",FALSE
"57722",57722,43.8272,-96.0231,"Leota , MN",FALSE
"57723",57723,43.7904,-96.2222,"Hardwick , MN",FALSE
"57727",57727,50.5833,-127.1,"Port Mcneill , BC",FALSE
"57728",57728,49.2167,-122.8167,"Port Mann , BC",FALSE
"57729",57729,48.9203,-123.7187,"Chemainus , BC",FALSE
"57730",57730,49.6167,-125.0167,"Cumberland , BC",FALSE
"57731",57731,39.6443,-77.5858,"Cavetown , MD",FALSE
"57732",57732,40.6303,-78.857,"Alverda , PA",FALSE
"57735",57735,40.2216,-79.4932,"United , PA",FALSE
"57736",57736,40.3514,-79.2575,"Derry , PA",FALSE
"57740",57740,39.447,-80.1759,"Kingmont , WV",FALSE
"57743",57743,38.6685,-81.0854,"Chloe , WV",FALSE
"57744",57744,39.6331,-80.2366,"Fairview , WV",FALSE
"57745",57745,39.1245,-80.9395,"Berea , WV",FALSE
"57748",57748,39.9852,-79.7742,"Smock , PA",FALSE
"57749",57749,39.6131,-80.906,"Paden City , WV",FALSE
"57750",57750,38.6271,-81.0159,"Nebo , WV",FALSE
"57751",57751,39.2161,-80.3978,"West Milford , WV",FALSE
"57752",57752,38.2601,-81.2025,"Dixie , WV",FALSE
"57753",57753,38.2578,-81.1579,"Belva , WV",FALSE
"57754",57754,37.6907,-81.869,"Bruno , WV",FALSE
"57755",57755,38.5244,-81.1528,"Ovapa , WV",FALSE
"57756",57756,37.9217,-81.7111,"Bim , WV",FALSE
"57757",57757,38.4005,-81.2163,"Glen , WV",FALSE
"57758",57758,40.2759,-78.3384,"Curryville , PA",FALSE
"57763",57763,40.3602,-79.4398,"Armbrust , PA",FALSE
"57764",57764,38.8153,-81.1276,"Arnoldsburg , WV",FALSE
"57765",57765,38.9954,-81.0472,"Big Springs , WV",FALSE
"57768",57768,48.7213,-115.7461,"Troy , MT",FALSE
"57769",57769,34.4377,-86.0764,"Groveoak , AL",FALSE
"57774",57774,38.0572,-83.6719,"Olympia , KY",FALSE
"57778",57778,40.5919,-85.8823,"Converse , IN",FALSE
"57779",57779,40.6692,-85.8283,"Somerset , IN",FALSE
"57783",57783,39.8304,-85.2956,"Straughn , IN",FALSE
"57790",57790,47.6948,-119.8894,"Waterville , WA",FALSE
"57792",57792,58.1,-68.4,"Kuujjuaq , QC",FALSE
"57793",57793,53.0333,-93.2333,"Sandy Lake , ON",FALSE
"57796",57796,45.8007,-118.2688,"Weston , OR",FALSE
"57797",57797,46.3531,-118.4739,"Prescott , WA",FALSE
"57801",57801,34.3514,-101.7492,"Kress , TX",FALSE
"57802",57802,34.7705,-101.7947,"Happy , TX",FALSE
"57803",57803,43.7362,-70.4237,"South Windham , ME",FALSE
"57804",57804,44.058,-69.9676,"Bowdoin , ME",FALSE
"57805",57805,43.2503,-70.6033,"Ogunquit , ME",FALSE
"57806",57806,42.2277,-76.8662,"Pine Valley , NY",FALSE
"57807",57807,42.3651,-75.0539,"Treadwell , NY",FALSE
"57808",57808,42.9208,-75.3538,"Waterville , NY",FALSE
"57810",57810,45.77,-84.4732,"Pointe Aux Pins , MI",FALSE
"57811",57811,64.7881,-141.2,"Eagle , AK",FALSE
"57812",57812,63.6688,-143.1961,"Tok , AK",FALSE
"57813",57813,55.9539,-131.9612,"Wrangell , AK",FALSE
"57814",57814,55.5787,-132.3947,"Thorne Bay , AK",FALSE
"57815",57815,59.5702,-135.3579,"Skagway , AK",FALSE
"57816",57816,55.5487,-132.9656,"Klawock , AK",FALSE
"57817",57817,41.2566,-82.493,"Collins , OH",FALSE
"57827",57827,40.4078,-103.5897,"Snyder , CO",FALSE
"57828",57828,40.3548,-103.529,"Hillrose , CO",FALSE
"57834",57834,44.3237,-75.735,"Redwood , NY",FALSE
"57836",57836,44.4183,-75.3665,"Richville , NY",FALSE
"57838",57838,44.8183,-73.5238,"West Chazy , NY",FALSE
"57848",57848,44.5347,-93.391,"Webster , MN",FALSE
"57852",57852,39.0738,-93.4461,"Blackburn , MO",FALSE
"57854",57854,39.2351,-93.051,"Slater , MO",FALSE
"57855",57855,39.18,-93.354,"Malta Bend , MO",FALSE
"57856",57856,30.8586,-97.1433,"Buckholts , TX",FALSE
"57857",57857,30.8023,-97.2743,"Davilla , TX",FALSE
"57859",57859,38.6144,-82.3806,"Scottown , OH",FALSE
"57861",57861,33.2517,-105.0778,"Picacho , NM",FALSE
"57872",57872,41.373,-93.7358,"Martensdale , IA",FALSE
"57874",57874,44.0994,-88.654,"Butte Des Morts , WI",FALSE
"57875",57875,43.3114,-88.7201,"Clyman , WI",FALSE
"57877",57877,42.3586,-90.5421,"Saint Donatus , IA",FALSE
"57887",57887,40.3343,-88.5458,"Bellflower , IL",FALSE
"57890",57890,40.9854,-91.2878,"Yarmouth , IA",FALSE
"57902",57902,40.067,-79.4181,"White , PA",FALSE
"57903",57903,51.7,-108.4833,"Stranraer , SK",FALSE
"57904",57904,53.45,-108.7,"Livelong , SK",FALSE
"57905",57905,53.5333,-109.45,"Paradise Hill , SK",FALSE
"57906",57906,49.65,-108.4167,"Shaunavon , SK",FALSE
"57908",57908,53.95,-102.2667,"Cumberland House , SK",FALSE
"57909",57909,53.1167,-103.65,"Arborfield , SK",FALSE
"57910",57910,53.3667,-107.5167,"Spiritwood , SK",FALSE
"57912",57912,51.65,-103.5333,"Foam Lake , SK",FALSE
"57913",57913,51.5833,-103.2167,"Sheho , SK",FALSE
"57914",57914,49.6333,-102.6667,"Kisbey , SK",FALSE
"57916",57916,50.6333,-93.1667,"Goldpines , ON",FALSE
"57917",57917,49.85,-93.3833,"Vermilion Bay , ON",FALSE
"57918",57918,38.2895,-78.7925,"Port Republic , VA",FALSE
"57919",57919,38.4425,-78.7623,"Keezletown , VA",FALSE
"57921",57921,37.6862,-79.8499,"Eagle Rock , VA",FALSE
"57929",57929,38.1031,-79.3554,"Craigsville , VA",FALSE
"57931",57931,19.5243,-155.9007,"Kealakekua , HI",FALSE
"57935",57935,40.6539,-90.4344,"Avon , IL",FALSE
"57939",57939,41.3247,-73.6696,"Purdys , NY",FALSE
"57941",57941,34.2826,-101.9002,"Edmonson , TX",FALSE
"57942",57942,33.5964,-101.5349,"Lorenzo , TX",FALSE
"57943",57943,33.8141,-102.1622,"Anton , TX",FALSE
"57945",57945,33.861,-101.6054,"Petersburg , TX",FALSE
"57950",57950,41.7961,-73.5604,"Wassaic , NY",FALSE
"57952",57952,44.9368,-88.1043,"Lena , WI",FALSE
"57954",57954,40.9719,-96.8057,"Raymond , NE",FALSE
